Top1,Top1Summ1,Top1Summ2,Top1Keystone,Top1Xp,Top1Gold,Top2,Top2Summ1,Top2Summ2,Top2Keystone,Top2Xp,Top2Gold,Jungle1,Jungle1Summ1,Jungle1Summ2,Jungle1Keystone,Jungle1Xp,Jungle1Gold,Jungle2,Jungle2Summ1,Jungle2Summ2,Jungle2Keystone,Jungle2Xp,Jungle2Gold,Mid1,Mid1Summ1,Mid1Summ2,Mid1Keystone,Mid1Xp,Mid1Gold,Mid2,Mid2Summ1,Mid2Summ2,Mid2Keystone,Mid2Xp,Mid2Gold,Ad1,Ad1Summ1,Ad1Summ2,Ad1Keystone,Ad1Xp,Ad1Gold,Ad2,Ad2Summ1,Ad2Summ2,Ad2Keystone,Ad2Xp,Ad2Gold,Supp1,Supp1Summ1,Supp1Summ2,Supp1Keystone,Supp1Xp,Supp1Gold,Supp2,Supp2Summ1,Supp2Summ2,Supp2Keystone,Supp2Xp,Supp2Gold
150,12,4,8010,528.6,318.1,127,12,4,8112,478.1,311.2,9,11,4,8124,340.20000000000005,325,106,11,4,8112,323.4,286.1,157,14,4,8021,431.1,363.6,777,4,14,8021,447.7,311.3,51,4,7,8008,306.2,305.70000000000005,145,7,4,8008,322.2,307.2,99,4,14,8229,227,181.7,235,14,4,8351,235.70000000000002,166.7
516,4,12,8437,319.1,237.7,14,4,12,8351,416.9,365.9,121,4,11,8128,321,329.7,56,4,11,8008,339.1,328.7,103,14,4,8112,398.70000000000005,232.5,105,14,4,8112,471.6,433.9,21,4,7,8229,267.2,222.10000000000002,81,7,4,8010,309.1,351.7,350,3,14,8214,221.5,154.2,89,14,4,8439,314.1,257.4
17,4,14,8214,417.6,249.5,133,4,14,8005,463.20000000000005,274.6,254,4,11,9923,415.3,354.4,32,11,4,8439,326.1,250.5,163,14,4,8128,461,323.6,777,14,4,8021,390.29999999999995,229.29999999999998,51,4,7,8005,320.9,270.5,145,4,7,9923,267.7,266.4,432,4,14,8112,271.7,216.7,25,14,4,8229,299.1,212.3
67,4,7,9923,437.6,277.5,75,12,4,8437,410.3,217.79999999999998,59,11,4,8010,296.6,300.9,20,11,4,8230,301,307.6,90,12,4,8010,391.70000000000005,223.7,131,14,4,8112,383.7,220.8,18,7,4,9923,299.1,229.3,235,7,4,8021,294.1,257.8,63,14,4,8128,214.39999999999998,258.2,25,4,14,8229,202.3,161.4
41,4,12,8437,341.5,232.79999999999998,164,12,4,8437,486,286.7,876,11,4,8128,324.79999999999995,249,245,11,4,8128,398.2,323.4,131,4,14,8112,546.5,365.5,236,14,4,8005,490.7,295.29999999999995,22,4,7,8008,299.7,311.4,202,4,3,8128,208.5,203.5,89,4,14,8439,274.4,232.9,201,4,3,8465,222.10000000000002,186.7
68,12,4,8229,475.1,338.9,114,14,4,9923,307.7,210.70000000000002,33,4,11,8437,346.29999999999995,323.1,11,12,11,8010,310,276.4,163,4,14,8112,513.2,484,103,4,14,8112,264.8,137.10000000000002,222,7,4,8008,206.10000000000002,216.20000000000002,202,7,4,8128,322.4,312.70000000000005,25,14,4,8229,250.8,242,526,4,14,8439,246.3,222
41,12,4,8437,398.6,226.6,80,4,14,8010,467.20000000000005,278.4,11,14,11,8128,398.7,304.2,72,11,4,8230,338.5,272.7,238,14,4,8112,468.4,390.1,268,4,12,8008,360.1,192.7,81,4,7,8010,292.1,249.8,18,4,7,8008,301.5,362.9,99,4,14,8112,245.2,173.1,526,4,3,8439,268.2,227.7
875,12,4,8010,406.5,228.1,114,4,12,8010,483.5,301.3,64,4,11,8010,311,316.4,28,11,4,8128,234.6,237.2,4,12,4,8230,414.7,315.5,81,4,14,8010,381.4,291.29999999999995,69,4,7,8010,326.4,406.5,498,4,7,8008,300.8,225,235,4,3,8351,319.5,235.79999999999998,526,3,14,8439,213.3,162.6
92,12,4,8010,448.4,345.5,420,4,12,8437,382.8,231.8,163,4,11,8128,315.5,365.4,120,6,11,8010,330.3,260.1,99,4,14,8229,567.6,320.7,74,14,4,8112,450.1,259.7,145,7,4,9923,282,278.6,22,4,7,8008,251.4,314.6,111,14,4,8439,339,242.39999999999998,35,3,14,8128,232.8,197
777,14,4,8010,475.6,308.6,41,4,14,8437,339,269.5,11,11,4,8437,317.7,261.2,104,4,11,8128,347.6,286.4,103,14,4,8112,523.1,332.5,131,4,14,8010,439.6,233.3,81,4,7,8010,302.8,221.9,157,4,3,8010,332.9,358.2,117,4,3,8229,248.1,148.5,27,4,14,8124,310.3,251
23,12,4,8010,387.4,249.7,106,4,12,8229,446.79999999999995,296.5,19,11,4,8005,244.4,255.7,35,11,14,9923,329.5,386,91,4,14,8010,345.8,191.8,61,14,4,8112,395.5,264.5,202,4,7,8128,299,228.39999999999998,523,4,7,8008,282.1,175.3,63,4,14,8128,280.7,212.89999999999998,99,7,4,8229,276.6,151.1
23,4,14,8437,378,254.39999999999998,62,4,14,8010,406.29999999999995,294.8,245,4,11,8128,365.2,333.7,104,11,4,8021,315.4,289.6,91,14,4,8229,417.3,300.3,34,14,4,8112,414.5,233,236,4,7,8005,266.2,264.1,145,4,1,9923,294.4,285.5,412,4,14,8439,302.2,205.1,235,7,4,8351,266.8,238.4
82,4,12,8010,570.6,304.9,245,12,4,8229,430.5,217.8,80,4,11,8010,211,302.79999999999995,19,4,11,9923,290.1,301.1,61,12,4,8230,399.6,181.1,50,4,14,8112,475,303.3,22,7,4,8008,289.8,267.1,119,7,4,8010,273.79999999999995,341.6,147,4,14,8214,183.5,268.29999999999995,526,14,4,8439,203.2,230.8
82,12,4,8010,430.4,227.60000000000002,39,4,14,8010,447.1,374.3,36,11,4,8021,397.9,341.2,141,11,4,8010,301.1,287.2,3,4,12,8439,397.20000000000005,259.3,84,4,14,8010,425.8,225.60000000000002,236,4,7,8005,272.4,260.4,67,4,7,8005,282,251.3,350,12,7,8214,275.5,145.8,12,3,4,8439,279.9,174.5
92,12,4,8010,287.2,174.39999999999998,41,4,12,8437,468.4,414.40000000000003,120,11,6,8010,361.4,313.6,427,4,11,8214,390.9,371.8,238,4,14,8112,419,287.9,61,21,4,8230,425,262.4,67,7,4,8005,275.8,349.8,202,4,7,8128,242,273,267,4,14,8214,273.70000000000005,262.1,147,14,4,8214,226.70000000000002,280.3
122,4,14,8010,329,239.3,77,14,4,8005,389.8,253.10000000000002,141,4,11,8010,299.2,282.4,120,11,6,8010,217.7,225.7,157,14,4,8010,494.2,449,238,14,4,8112,416.5,316.1,18,4,14,9923,324.5,397,22,4,7,8008,317.2,445.5,432,14,4,9923,306.20000000000005,304.7,201,14,4,8465,279.7,233.60000000000002
98,12,4,8437,442.70000000000005,241.9,75,12,4,8010,501.6,258.3,121,11,4,8128,379.3,304.4,11,11,4,8010,411,358.4,39,4,14,8010,387.9,314.5,142,14,4,8112,456.9,307.5,29,7,4,8005,232.39999999999998,325.4,222,7,4,8008,295.6,429.1,80,4,14,8005,285,268,555,4,3,8439,281.4,255.2
875,4,12,8010,410.9,348.8,122,4,6,8010,454.8,299.8,245,11,4,8128,390.1,336.1,56,11,4,8010,293.6,265.7,1,4,14,8229,441.2,298.9,157,4,14,8010,478.2,315.7,67,4,7,8005,310.1,271.5,202,4,7,8128,335.9,329.7,350,14,3,8214,216,159,40,14,4,8214,280.5,286.2
133,14,4,8230,502.09999999999997,314.9,24,4,12,8437,383.8,190.3,77,11,4,8112,289.6,266.4,11,11,4,8010,341.29999999999995,271.8,555,14,4,9923,523.2,392,238,14,4,8112,494.29999999999995,308.1,45,12,4,8112,326.20000000000005,259.7,21,7,4,8229,321.9,314.9,37,3,4,8214,234.10000000000002,150.7,147,4,14,8229,299.29999999999995,251.60000000000002
157,4,12,8010,452.3,295.6,17,14,4,8214,318.2,198,254,4,11,9923,340.79999999999995,259.7,78,11,4,8128,368.9,325.2,81,14,4,8128,432.9,293.2,238,4,14,8112,526.1,300,222,4,7,8021,311,317.7,29,4,7,8008,236,257.1,53,14,4,8439,250.6,207.89999999999998,50,3,4,8112,391.9,364.2
33,14,4,8112,346.1,234.39999999999998,875,12,4,8010,441.7,314.4,11,11,14,8010,393.7,261.7,245,11,4,8128,364.20000000000005,307.1,157,14,4,8010,457.5,288.7,90,12,4,8214,442.5,258.79999999999995,18,7,4,9923,309.1,340,51,7,4,8008,244,241.1,53,14,4,8437,256.9,164,147,3,4,8229,255.9,160.3
122,6,4,8010,492.29999999999995,371.79999999999995,266,12,4,8010,379.2,205.39999999999998,48,11,4,8465,251.89999999999998,230.2,121,4,11,8128,346.9,263,555,14,4,9923,401.5,207.4,112,4,14,8229,470.5,308.5,429,4,7,8008,298.8,285.6,51,7,4,8021,327.20000000000005,361.7,12,4,14,8439,259.9,167.8,350,14,3,8465,298.1,199.4
875,4,14,9923,411.7,262.7,54,12,4,8437,410.5,191.2,517,4,11,8128,310.8,279.9,5,4,11,9923,334.4,334.3,157,14,4,8021,402.5,224.10000000000002,55,14,4,8010,443.29999999999995,313.7,21,7,4,8229,343.20000000000005,241.89999999999998,18,7,4,9923,274.2,262.2,26,4,14,8214,179.9,139,267,4,21,8229,268.4,239.79999999999998
875,12,4,8010,416.3,210.8,98,12,4,8437,447.5,258.5,245,11,4,8112,214.7,202.8,11,4,11,8010,313,435.6,157,14,4,8010,447.5,364.1,13,14,4,8112,366.6,216.60000000000002,18,7,4,9923,298.70000000000005,300.9,360,4,7,8010,304,296.2,16,4,14,8465,272.9,206.10000000000002,25,14,4,8214,287.3,226.7
122,4,6,8010,450.8,285.1,266,12,4,8437,414.2,194.1,104,4,11,8230,332.7,260.1,120,11,4,8010,235.1,206.3,101,4,21,8229,430.1,250.3,238,4,14,8112,446.9,244.8,51,4,7,8021,320.6,274.6,236,7,4,8005,287.3,218.2,267,4,3,8229,250.2,206.89999999999998,37,14,4,8214,251.3,169.1
85,4,12,8112,496.9,279.7,120,14,12,8010,504.9,296.7,2,11,4,8010,317.4,319.70000000000005,141,4,11,8128,302.70000000000005,247.10000000000002,777,4,14,8021,507.6,335.1,105,4,14,8112,421.79999999999995,239.5,29,4,7,9923,345.4,495.4,81,7,4,8010,244.1,206.9,412,14,4,8439,301.7,229.20000000000002,350,14,3,8214,233,137.9
80,14,4,8010,490,370.1,39,12,4,8010,379.6,297.9,876,4,11,8128,380.4,399.20000000000005,64,11,4,8010,276.7,218.7,147,4,21,8229,469.5,294.8,61,4,12,8230,465.8,303.8,119,4,7,8010,295.7,312.3,157,4,3,8010,234.5,275,12,4,3,8230,216.7,183.2,43,4,7,8229,223.3,235
122,4,6,8010,540.4,340.3,67,4,12,8005,419.1,230.1,11,11,4,8010,261.1,222,2,11,4,8010,428.40000000000003,364.6,45,12,4,8128,409,296.5,80,14,4,8010,397.9,253.5,22,4,7,8021,245.8,213.5,110,7,4,8005,303.5,309.29999999999995,40,4,14,8229,242.60000000000002,176.5,161,3,4,8229,284.8,337
114,14,4,8010,443.29999999999995,301.4,6,12,4,8005,379.5,230.60000000000002,28,4,11,8112,390.6,316.4,20,4,11,8230,341.5,242.4,238,4,14,8112,552.3,406,45,12,4,8229,388.4,202.3,157,4,3,8010,325.4,334.4,21,7,4,8128,267.8,271.9,12,4,14,8230,298.2,230.3,89,11,4,8439,277.5,176.4
54,4,12,8229,388.8,222.9,58,4,12,8005,539.5,336.1,120,11,6,8010,351.7,290.29999999999995,104,11,4,8230,369.79999999999995,289,84,14,4,8010,485.4,278.4,55,14,4,8010,317.79999999999995,257.8,119,4,7,8010,314.9,335.8,523,4,7,8010,357.3,246.1,40,14,4,8229,264.4,267,35,14,4,8229,188.60000000000002,142.7
14,12,4,8010,430.1,346.3,24,4,12,8010,431.6,276.2,421,4,11,8010,350.4,265,77,11,6,8010,254.3,249.9,105,14,4,8112,334.9,240.60000000000002,157,4,14,8010,507.79999999999995,351.2,13,4,12,8230,331.5,265.7,523,7,4,8010,318.5,424,154,3,4,8439,210.10000000000002,171.4,43,4,14,8229,308,342.4
82,12,4,8010,394.8,185.5,92,12,4,8010,485.4,373.6,104,4,11,8230,266.5,221.39999999999998,9,11,4,8128,444.20000000000005,356.4,157,4,3,8010,432.3,269.3,91,14,4,8112,380.3,277.9,145,21,4,8005,376.9,408.5,236,7,4,8005,269.6,233.3,99,7,4,8229,277.7,284.4,526,14,4,8439,204.60000000000002,137.8
84,4,12,8021,374.29999999999995,226.2,82,12,4,8010,490.4,329.4,245,4,11,8112,326.6,279.2,77,4,11,8010,462,395.79999999999995,777,4,14,8021,383.7,294.6,55,4,14,8128,472.9,429.6,235,7,4,8351,256.7,261.2,202,4,7,8128,311.9,305.4,497,14,4,8465,269.5,202.89999999999998,43,14,4,8214,279.8,256
10,4,12,8005,480.5,241.39999999999998,83,4,12,8437,382.5,211.3,120,6,11,8010,347.7,289.9,245,4,11,8128,245.2,242.2,84,4,14,8010,463.70000000000005,303.3,103,4,14,8112,437.7,219.6,21,7,4,8229,297.3,315.70000000000005,202,7,4,8128,284.1,206.60000000000002,99,4,14,8229,274.8,148.5,235,4,14,8351,172.5,168.39999999999998
236,12,4,8005,416.2,301.7,80,12,4,8010,373.29999999999995,189.2,121,11,4,8112,294.5,266.1,141,11,4,8128,375.1,308.70000000000005,5,14,4,8010,441.4,390.3,105,14,4,8112,326.6,289.4,222,7,4,8008,281.4,280.9,145,4,7,9923,324,383.4,50,3,4,8010,241.1,177.3,412,4,14,8439,331.5,249.10000000000002
50,4,12,8437,465.2,271.7,236,12,4,8005,437.90000000000003,254.39999999999998,11,11,4,8010,286.5,234.5,107,11,4,8010,302.5,273.1,266,14,4,8010,445.4,240.1,3,12,4,8439,438.6,199.60000000000002,110,7,4,8005,307.2,239.29999999999998,202,4,7,8128,281.5,250.8,143,4,14,8112,321.5,215.2,57,4,14,8229,318.8,165.2
17,14,4,8112,455.4,216.7,85,4,12,8230,477.9,242.2,154,11,4,8439,299.9,241.6,92,4,11,8010,209.3,198.8,99,4,21,8128,437,227.8,115,4,12,8229,464.20000000000005,221,21,4,7,8005,343.9,334.6,81,4,7,8010,284.79999999999995,223.5,555,14,4,9923,278.4,284.9,267,4,14,8214,242.8,168.4
86,4,12,8010,483.1,259.3,13,12,4,8230,497.5,260.1,20,11,4,8230,299.7,236.8,36,6,11,8021,378.7,329,34,4,12,8112,409.5,215.1,127,4,14,8112,454.5,300.8,22,4,1,8008,318.3,303.7,18,4,7,9923,297.5,255,432,4,3,8465,246.8,177.9,412,14,4,8465,216.6,166.60000000000002
92,14,4,8010,453.7,264.4,420,12,4,8010,474.7,276.70000000000005,141,4,11,8010,388.3,311,77,4,11,8005,422,383.1,112,12,4,8230,446.6,271.6,4,4,12,8112,366.5,278.4,222,7,4,8005,304.4,238.1,119,7,4,8005,352.29999999999995,340.6,40,14,4,8229,228.2,178.2,98,14,4,8439,229.1,201.7
41,12,4,8437,402.70000000000005,244.3,54,12,4,8229,419.3,203.8,5,4,11,8230,326.3,350.70000000000005,120,11,6,8010,365.1,397.5,105,14,4,8112,428.20000000000005,207.5,84,12,4,8021,458.8,306.8,67,7,4,8005,295.3,275,29,4,7,8008,271.8,258.70000000000005,526,4,14,8439,308.79999999999995,186.9,44,4,14,8465,258.2,162.10000000000002
122,4,6,8010,382.29999999999995,262.4,164,12,4,8437,499.2,323.7,876,4,11,8128,338.1,273.9,245,4,11,8128,389.8,348.4,55,14,4,8010,467,305.4,777,14,4,8010,477.09999999999997,299.70000000000005,222,7,4,8021,209.5,184.1,21,7,4,8128,347.3,381.4,147,4,14,8214,245,176.1,50,4,14,8112,269.6,213.89999999999998
27,6,12,8360,451.4,296.7,875,4,12,8010,443.8,235.2,427,11,4,8214,417.2,359.6,2,11,4,8010,331.79999999999995,290.1,84,4,14,8010,381.29999999999995,251.5,34,14,4,8112,370.7,301.3,145,7,4,9923,282.1,271.5,360,4,7,8010,313.6,323.9,63,3,4,8128,220.5,205.7,555,4,14,9923,258.9,260.8
58,12,4,8010,412.29999999999995,186.2,2,4,14,8010,458,341.7,72,11,4,8230,324,264.4,120,11,6,8010,376.1,319.8,56,3,4,8008,346.2,255,55,4,14,8010,422,319.1,222,7,4,8008,258.7,260.9,22,4,7,8008,303.4,279.1,117,3,4,8214,230.39999999999998,238.1,89,14,4,8439,216.3,247.39999999999998
266,14,4,8010,553.4,315,17,4,14,8437,358.4,213.9,5,11,4,9923,352.9,270.9,32,4,11,8010,398.2,294.6,131,14,4,8112,438.7,225.2,142,4,14,8112,485.4,252.7,222,4,7,8008,304.9,295.4,360,3,4,8010,300.5,201,111,4,3,8439,271.70000000000005,154.7,25,4,3,9923,294.5,227.2
54,12,4,8229,528.3,328.4,79,4,12,8230,384.20000000000005,256.8,2,11,6,8010,323.2,314.1,106,11,6,8005,276.3,217,39,4,14,8010,494.7,372.1,13,4,3,8230,355.1,183.39999999999998,202,4,7,8128,282.9,223.9,21,4,7,8005,318.5,307.8,80,4,14,8005,229,179.7,497,3,4,8465,293,188.3
54,4,12,8229,343.79999999999995,155.3,122,4,6,8010,481,304.6,245,11,4,8128,368.7,329.1,28,4,11,8112,402.6,337,55,14,4,8010,448.5,262.70000000000005,517,12,4,8021,426.6,304.8,202,4,7,8128,309.1,310,236,7,4,8005,325.7,341.3,89,4,14,8439,284.7,203.29999999999998,526,4,14,8465,259.1,199.2
876,12,4,8230,512.1,324.5,27,4,12,8010,342.1,206,120,11,6,8010,314,266.3,24,11,4,8010,215.89999999999998,200.5,84,4,14,8128,395.9,256.6,69,12,4,8010,398.5,205.2,29,7,4,8008,309.7,455.1,22,4,14,8005,234.7,173.8,555,4,14,8128,284.1,355.90000000000003,161,14,4,8229,204.39999999999998,194.8
86,14,4,8010,451.4,261.1,6,12,4,8010,468.70000000000005,248.5,32,11,4,8010,288.4,230.2,120,6,11,8010,296.7,233.5,68,21,4,8229,446.3,294,17,14,4,8112,421.5,238.9,222,4,7,8021,304.1,330.29999999999995,51,4,7,8008,283.8,266.6,21,4,3,8229,307,261.5,412,4,14,8439,231.60000000000002,163.10000000000002
114,12,4,8010,329.8,288.1,86,4,12,8437,451.9,341,20,11,4,8439,366,299.20000000000005,254,11,4,8112,316.1,230.7,238,4,14,8112,395.6,248,517,4,14,8112,562.1,400.1,96,7,4,8008,296.79999999999995,280.4,236,7,4,8005,283.2,239.1,555,4,14,8439,303.3,264.4,63,3,4,8229,246.1,201.79999999999998
98,4,14,8437,390.70000000000005,204.8,516,4,12,8439,463.3,312.5,11,4,11,8010,465.5,378.79999999999995,245,4,11,8112,343.1,316.5,105,4,14,8112,434.7,307.4,74,12,4,8229,467,359.7,51,4,14,8021,242.3,209.1,143,4,14,8112,281.7,229.10000000000002,202,4,21,8128,286.5,286.4,99,4,14,8214,334,222
98,4,14,8437,448.2,266.6,23,4,6,8008,431,227.6,121,11,4,8128,355.4,312.3,104,4,11,8112,398.9,308.6,8,14,4,8230,502.20000000000005,289.6,63,4,21,8230,428,211.8,145,4,7,9923,282,233.1,202,4,7,8128,323.2,257.2,432,14,4,8112,294.1,150,57,4,14,8229,220.89999999999998,143.1
54,12,4,8229,424.8,230.8,57,12,4,8437,478.7,272.4,427,4,11,8229,304.1,251.3,2,11,6,8010,341.20000000000005,298.1,131,14,4,8112,393.9,260.8,34,12,4,8112,455.6,269,21,7,4,8128,239.10000000000002,265.2,157,7,4,8010,266.7,248.5,111,4,14,8439,237.4,158.4,64,4,14,8112,260.7,157
875,4,12,8021,496.20000000000005,270.2,41,4,14,8437,395.20000000000005,293.3,80,11,4,8010,239.39999999999998,206.2,28,11,4,8112,354.8,328.20000000000005,63,14,4,8128,400.8,302.2,61,4,21,8230,388.9,236.9,235,7,4,8351,283.5,245.3,157,7,4,8021,288.4,246.7,101,4,3,8229,256.4,196.5,350,14,3,8214,232.60000000000002,162.2
17,4,14,8005,420.2,272.1,57,4,12,8437,463.4,264.1,120,6,11,8124,292.70000000000005,245.6,2,4,11,8010,355.70000000000005,310.1,3,4,12,8439,442.1,274.1,63,4,14,8214,457.29999999999995,297.4,202,4,7,8021,291.8,290.9,222,4,7,8005,315.4,211.8,25,3,4,8229,287.7,261.2,235,4,3,8351,240.2,199.5
75,4,12,8437,414.5,210,58,14,4,8010,438.4,212.89999999999998,254,11,4,8010,296.8,235.2,141,4,11,8128,367.8,289.5,112,4,12,8230,406.6,218.79999999999998,518,21,4,8351,482.29999999999995,356.3,15,7,4,8021,286.2,274.9,202,4,7,8128,293.4,306.4,147,4,14,8214,319.7,282.5,27,3,4,8437,297.9,168.4
516,14,4,8010,364.6,210.60000000000002,92,12,4,8010,393.4,292.6,25,4,11,8128,310.9,287.4,19,12,11,8005,379,282.5,84,14,4,8010,335,227.5,63,14,4,8128,444.2,247.10000000000002,498,4,7,8008,378.7,162.60000000000002,51,7,4,8008,292.6,278,350,3,7,8214,181.4,137.3,9,14,4,8439,310.4,171.2
58,12,4,8005,529,349.5,62,14,4,8010,392.6,167.10000000000002,11,14,11,9923,281.2,257.6,141,11,4,8010,340,299.20000000000005,99,4,7,8229,385.29999999999995,135.7,157,14,4,8010,436.3,284.1,21,7,4,8005,266.6,273.7,22,7,4,8005,250.3,234.7,89,3,4,8439,232.70000000000002,184.7,26,4,7,8229,267.1,217.8
92,12,4,9923,369.5,163,106,12,4,8437,520.6,305,35,11,14,9923,260.9,218.60000000000002,104,11,4,8230,339.6,254.4,69,4,14,8010,419.29999999999995,201.2,55,14,4,8010,438,227.7,51,4,7,8008,267,193.3,202,7,4,8128,313.2,319.29999999999995,99,4,3,8229,255.2,157.2,12,4,14,8439,270.9,172.5
266,12,4,8010,463,282.3,240,4,12,8437,436.6,259.4,104,11,4,8230,296.5,233.3,154,11,4,8439,305.9,259.7,157,4,14,8021,452.9,353.9,55,14,4,8112,417.79999999999995,233.8,67,4,7,8439,298.4,193.4,236,4,7,8005,333.7,281.4,63,14,4,8128,218.2,139.8,89,3,4,8439,247.9,211.10000000000002
75,12,4,8437,319.8,226.9,98,14,4,8437,357.9,250.60000000000002,427,11,4,8214,332.4,263.6,163,4,11,8128,293.1,344.7,131,14,4,8112,382.70000000000005,217.5,90,4,12,8214,395.9,217.1,67,7,4,8005,309.29999999999995,286.2,202,7,4,8021,318.29999999999995,250,12,4,3,8439,276.8,246.79999999999998,89,3,4,8439,220.6,170.39999999999998
27,12,4,8128,360.2,234.2,36,4,14,8437,379.1,270.9,154,11,4,8439,273.4,230.5,30,4,11,8128,323.70000000000005,318.4,777,4,14,8021,477.2,273.6,131,14,4,8010,453.3,265.7,360,4,7,8010,361.2,323.9,202,7,4,8128,263.7,282.6,35,3,14,8229,282.7,329,412,4,14,8439,274.2,230.89999999999998
82,4,12,8010,440.59999999999997,264.7,54,4,12,8437,437.5,342.7,19,11,4,8005,295.9,303,2,4,11,8010,316.8,309.1,55,4,14,8010,362.3,272.2,777,4,14,8010,434,340.70000000000005,145,7,4,9923,268.1,257.9,15,7,4,8008,326.1,296.6,412,14,4,8439,217.7,160.4,267,14,4,8214,284.9,245.7
58,14,12,8005,511.70000000000005,364.7,75,12,4,8437,399.8,167.1,35,11,4,9923,375.6,308.1,113,4,11,8439,229.7,211.7,7,4,14,8112,372,233.1,90,14,4,8229,501.5,293.2,202,4,7,8128,361.70000000000005,410.7,51,7,4,8008,266,247.10000000000002,267,4,3,8112,252.3,233.60000000000002,147,4,14,8214,226.10000000000002,168.2
85,4,12,8112,510.2,222.5,516,4,12,8437,449.70000000000005,199.6,62,11,4,8010,219.6,251.7,33,6,11,8439,244.70000000000002,263.2,134,21,4,8112,434,215.8,238,4,14,8112,450.6,238.60000000000002,21,7,4,8128,283.7,277,51,7,4,8021,240.5,214.39999999999998,99,21,4,8229,199.8,175.1,143,14,4,8112,268.2,208
92,4,14,8010,358.5,212.3,27,12,4,8360,494.4,307.4,104,4,11,8230,391.3,354.5,24,11,4,8010,310.7,251.10000000000002,103,14,4,8112,410.79999999999995,265.9,7,4,14,8112,496.6,273.5,236,4,7,8005,309.8,321.6,202,4,7,8128,300.4,283,412,14,4,8439,249.5,217.5,526,4,3,8229,270.2,233.6
75,12,4,8229,418.8,206.3,58,4,6,8010,491.7,315.8,64,11,4,8112,282.8,250.39999999999998,79,11,4,8124,381.1,356,131,14,4,8230,336.4,139,105,14,4,8112,500.5,329.6,222,7,4,8008,351.5,247.9,81,4,7,8010,291.5,223.6,36,14,4,8010,233.2,172.5,63,4,14,8128,323.3,205
10,4,12,8005,388.8,191.5,31,12,4,8229,494.29999999999995,328.9,64,11,4,8112,329.7,319.9,104,11,4,8230,326.5,290.7,142,4,14,8112,369.1,251.60000000000002,112,12,4,8230,466,336.1,202,7,4,8128,285.8,289.70000000000005,429,4,7,8008,309.4,427.59999999999997,54,4,14,8229,156,188.3,111,14,4,8439,300.6,307.9
58,4,14,8005,501.70000000000005,300,114,12,4,8010,371.5,247.2,104,4,11,8230,322.7,276.4,33,4,11,8439,379.1,283.1,131,14,4,8112,465.20000000000005,266.9,134,12,4,8230,413.70000000000005,273.1,22,7,4,8008,270.4,252.3,110,4,7,8008,347.20000000000005,365,26,14,4,8229,210.3,169.3,21,3,4,8128,257.1,234.2
145,4,12,9923,341.1,195.2,122,4,6,8010,327.4,240.3,33,11,4,8439,282.7,278.4,23,11,4,8124,231.2,187.10000000000002,106,3,14,8112,467.6,264.3,245,12,4,8112,422.8,224,81,4,7,8010,299.9,244.1,51,7,4,8005,318,276.6,35,14,4,8229,269.8,184.3,26,4,14,8465,236,191.1
133,12,4,8005,453.4,250.89999999999998,92,4,14,8112,457.4,238.89999999999998,245,4,11,8128,405.70000000000005,288.6,876,11,4,8128,305.4,276.4,777,14,4,8010,403.5,266.3,31,4,12,8229,435.5,233.5,222,7,4,8008,257.5,201.6,235,4,7,8351,319.2,248.9,99,4,14,8229,245.8,154.5,63,14,4,8128,201.3,162.89999999999998
57,12,4,8437,472.6,281,122,4,6,8010,455.9,335.79999999999995,104,11,4,8230,284.6,337.3,106,11,4,8439,298.7,229,8,12,4,8230,405.79999999999995,234.4,105,14,4,8010,380.70000000000005,265.2,222,7,4,8008,271.1,218.9,22,4,7,9923,272.5,299.1,412,4,3,8439,247.7,153.3,101,3,4,8229,290.3,220.1
122,4,6,8010,423.8,280,17,14,4,8128,467.20000000000005,265.4,777,11,4,8005,346.8,275.4,120,11,6,8010,302,352.6,112,4,12,8230,437.79999999999995,254.39999999999998,517,4,14,8021,379.9,245.2,222,7,4,9923,291.5,292.2,145,7,4,9923,359.6,344.20000000000005,432,14,4,8112,249.8,238.10000000000002,412,4,14,8439,209,212.5
54,12,4,8437,438.3,233.7,98,4,12,8437,421.5,272.9,2,11,4,8010,347.4,428.7,77,4,11,8230,407,347.4,777,4,14,8010,392.1,239.9,55,4,14,8010,476.9,294.8,157,14,4,8010,232.7,243.5,22,7,4,8008,302.2,279.3,526,7,4,8439,345.70000000000005,244,235,14,4,8128,263.5,277.1
17,4,14,8214,369.20000000000005,159.8,43,12,4,8214,456.8,242.4,11,4,11,8010,264,284.6,245,4,11,8128,273.6,327.9,55,4,14,8010,456.3,318,80,4,14,8010,412.5,335.2,222,4,7,8008,321.70000000000005,352.90000000000003,21,7,4,8005,269,194.4,99,14,4,8229,324.6,297.1,25,4,14,8229,212.6,154.3
83,12,4,8010,393.6,285.8,54,4,12,8229,458.6,271.6,2,11,4,8010,314.7,251.7,141,11,4,8010,342.1,352,50,4,12,8010,412.8,216.2,238,4,14,8112,432.5,287.2,145,4,1,9923,270,206.9,236,7,4,8005,366.6,444.5,555,4,14,9923,215.8,174.5,89,14,4,8439,331.6,296
104,4,12,8021,473,261.4,164,12,4,8437,456.6,283.79999999999995,11,11,14,8010,289.7,316.7,31,4,11,8124,341.9,330.1,112,4,12,8230,483.40000000000003,361.5,91,4,14,8112,358.6,333.70000000000005,50,4,7,8010,317,288.9,51,7,4,8021,282.1,252.5,235,4,21,8351,311.20000000000005,268.2,412,4,14,8439,228,174.8
